,p1k_00001,p1k_00002,p1k_00106,p1k_00107
UAGCVT,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UAGDP,0.05376801290334336,0.05376801290334336,0.05376801290334336,0.05376801290334336
TDSK,0.006272934838723392,0.006272934838723392,0.006272934838723392,0.006272934838723392
UAGPT3,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
TGBPA,0.0,0.0,0.0,0.0
RNTR1,0.018445415537674734,0.0,0.0,0.0
THD2,0.0,0.0,0.0,0.0
THDPS,0.2640606855919752,0.2640606855919752,0.2640606855919752,0.2640606855919752
THMDt2_copy1,7.117897826972579,6.173400879177556,6.6344062474663685,6.36759431302592
UAMAGS,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UAMAS,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UAPGR,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UDCPDP,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UDCPDPS,0.0,0.0,0.0,0.0
THMDt2_copy2,-7.117897826972579,-6.173400879177556,-6.6344062474663685,-6.36759431302592
THMabc,0.0,0.0,0.0,0.0
UDPG4E,0.0,0.0,0.0,0.0
RNTR2,0.0,0.0,0.0,0.01896816010756835
UDPGALM,0.0,0.0,0.0,0.0
UDPGD,0.0,0.0,0.0,0.0
THRA,-0.38608420376428515,-0.38608420376428515,-0.38608420376428576,-0.38608420376428515
THRD,0.0,0.0,0.0,0.0
UGLT,0.0,0.0,0.0,0.0
THRD_L,0.2061107161294829,0.2061107161294829,0.2061107161294829,0.2061107161294829
UGLYCH,0.0,0.0,0.0,0.0
RNTR3,0.0,0.01896816010756835,0.0,0.01896816010756835
UGMDDS,0.020611071612948288,0.020611071612948288,0.020611071612948288,0.020611071612948288
UHGADA,0.012545869677446784,0.012545869677446784,0.012545869677446784,0.012545869677446784
THRS,0.0,0.0,0.0,0.0
THRabc,0.0,0.0,0.0,0.0
THRt2r,-8.154022410882797,-7.947612075065097,-8.517355147609864,-7.907315774123058
UMPK,0.6482779444637884,0.2621937406995032,0.6482779444637891,0.6482779444637884
RNTR4,0.0,0.0,0.4045296193019605,0.0
UNK3,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605,0.0052274456989361605
THRt4,8.154022410882797,7.947612075065097,8.517355147609864,7.907315774123058
THZPSN,0.0,0.0,0.0,0.0
UPP3MT,0.0,0.0,0.0,0.0
RPE,2.5606715193705707,2.560671519369733,1.8628547149288046,1.8628547149289112
UPP3S,0.0,0.0,0.0,0.0
UPPDC1,0.0,0.0,0.0,0.0
TKT1,1.4432080321049963,1.4432080321045775,1.0942996298841123,1.0942996298841656
TKT2,1.1174634872655747,1.1174634872651557,0.7685550850446923,0.7685550850447456
TMAOR1,0.0,0.0,0.0,0.0
TMAOR1e,0.0,0.0,0.0,0.0
UPPRT,0.0,0.0,0.0,0.0
URAt2_copy1,5.780114296541991,7.77509800764955,4.215870149293609,6.353715451492711
URAt2_copy2,-5.780114296541991,-7.77509800764955,-4.215870149293609,-6.353715451492711
TMAOR2,0.0,0.0,0.0,0.0
RPI,-2.536296052092136,-2.536296052093796,-2.187387649872386,-2.1873876498721083
TMAOR2e,0.0,0.0,0.0,0.0
TMDK1,0.0,0.0,0.0,0.0
TMDPP,0.0,0.0,0.0,0.0
UREAt,0.0,0.0,0.0,0.0
URIDK2r,-0.4045296193019599,-0.018445415537674734,-0.4045296193019605,-0.4045296193019599
RZ5PP,0.0,0.0,0.0,0.0
URIK2,0.38608420376428515,0.0,0.38608420376428576,0.38608420376428515
URIt2_copy1,7.117897826972579,6.173400879177556,6.6344062474663685,6.36759431302592
TMDS,0.018445415537674734,0.018445415537674734,0.018445415537674734,0.018445415537674734
S7PI,0.018818804516170178,0.018818804516170178,0.018818804516170178,0.018818804516170178
TMK,0.0,0.0,0.0,0.0
TMPK,0.0,0.0,0.0,0.0
URIt2_copy2,-7.117897826972579,-6.173400879177556,-6.6344062474663685,-6.36759431302592
USHD,0.006272934838723392,0.006272934838723392,0.006272934838723392,0.006272934838723392
TMPPP,0.0,0.0,0.0,0.0
VALTA,311.6278960619758,311.6254947547871,189.02496236017885,184.08754004082027
SADH,0.0,0.0,0.0,0.0
VALabc,0.0,0.0,0.0,0.0
VALt2r,0.0,0.0,0.0,0.0
TPI,7.104615767289765,7.104615767287217,7.453524169508469,7.45352416950877
TRDR,0.6349546789331085,0.6349546789331085,0.6349546789331102,0.634954678933109
TRE6PH,0.0,0.0,0.0,0.0
VPAMTr,311.9281008006861,311.9256994934974,189.32516709888918,184.3877447795306
SADT2,0.17404332387833724,0.1740433238783372,0.1740433238783382,0.17404332387833768
X5PL3E,0.0,0.0,0.0,0.0
TRE6PP,0.0,0.0,0.0,0.0
TRE6PS,0.0,0.0,0.0,0.0
TREH,0.0,0.0,0.0,0.0
TREHe,0.0,0.0,0.0,0.0
XANt,0.0,0.0,0.0,0.0
XANt2,0.0,0.0,0.0,0.0
XPPT,0.0,0.0,0.0,0.0
XTSNt2,0.0,0.0,0.0,0.0
XYLI1,0.0,0.0,0.0,0.0
XYLI2,0.0,0.0,0.0,0.0
SBTPD,0.0,0.0,0.0,0.0
XYLK,0.0,0.0,0.0,0.0
SBTpts,0.0,0.0,0.0,0.0
XYLabc,0.0,0.0,0.0,0.0
XYLt2,0.0,0.0,0.0,0.0
SDPDS,0.2640606855919752,0.2640606855919752,0.2640606855919752,0.2640606855919752
SDPTA,-0.2640606855919752,-0.2640606855919752,-0.2640606855919752,-0.2640606855919752
SELNPS,0.0,0.0,0.0,0.0
SERASr,0.0,0.0,0.0,0.0
SERAT,0.17404332387833724,0.1740433238783372,0.1740433238783382,0.17404332387833768
SERD_D,0.0,0.0,0.0,0.0
SERD_L,0.0,0.0,0.0,0.0
SERt2r,-47.26559708513887,-48.50227791113414,-76.82252563981402,-71.18089841832224
SERt4,47.26559708513887,48.50227791113414,76.82252563981402,71.18089841832224
SGDS,0.0,0.0,0.0,0.0
SGSAD,0.0,0.0,0.0,0.0
SHCHCS2,0.0,0.0,0.0,0.0
SHCHD2,0.0,0.0,0.0,0.0
SHCHF,0.0,0.0,0.0,0.0
SHK3Dr,0.3069257403232517,0.3069257403232517,0.3069257403232499,0.3069257403232499
SHKK,0.3069257403232517,0.3069257403232517,0.3069257403232499,0.3069257403232499
SHSL1,0.10902958172066847,0.10902958172066851,0.10902958172066946,0.10902958172066847
SOTA,0.0,0.0,0.0,0.0
SPMDAT1,0.0,0.0,0.0,0.0
SPMDAT2,0.0,0.0,0.0,0.0
SPMDabc,0.0,0.0,0.0,0.0
